"Date","Price","Open","High","Low","Vol.","Change %"
"May 09, 2017","66,277.67","65,533.47","66,535.63","65,533.47","2.76M","1.15%"
"May 08, 2017","65,526.04","65,705.29","66,014.81","65,295.20","2.34M","-0.28%"
"May 05, 2017","65,709.74","64,868.68","65,768.15","64,863.26","2.85M","1.31%"
"May 04, 2017","64,862.61","66,069.19","66,098.82","64,720.93","3.90M","-1.86%"
"May 03, 2017","66,093.78","66,720.39","66,757.94","65,898.48","3.55M","-0.94%"
"May 02, 2017","66,721.75","65,404.05","66,851.34","65,404.05","3.61M","2.02%"
"Apr 28, 2017","65,403.25","64,679.27","65,403.25","64,591.58","3.07M","1.12%"
"Apr 27, 2017","64,676.55","64,871.78","65,326.50","64,292.09","3.21M","-0.29%"
"Apr 26, 2017","64,861.92","65,143.68","65,436.30","64,679.05","3.32M","-0.44%"
"Apr 25, 2017","65,148.35","64,383.50","65,148.35","63,875.22","3.13M","1.18%"
"Apr 24, 2017","64,389.01","63,761.21","64,753.68","63,761.21","3.29M","0.99%"
"Apr 20, 2017","63,760.62","63,406.12","64,163.40","63,388.19","2.99M","0.56%"
"Apr 19, 2017","63,406.97","64,164.93","64,572.29","63,218.81","3.16M","-1.17%"
"Apr 18, 2017","64,158.84","64,335.74","64,590.70","63,716.75","3.24M","-0.27%"
"Apr 17, 2017","64,334.93","62,827.58","64,423.68","62,827.58","3.25M","2.40%"
"Apr 13, 2017","62,826.28","63,891.14","63,991.80","62,826.28","3.31M","-1.67%"
"Apr 12, 2017","63,891.68","64,362.46","64,455.66","63,814.16","4.39M","-0.73%"
"Apr 11, 2017","64,359.79","64,650.29","64,871.81","63,351.37","3.28M","-0.45%"
"Apr 10, 2017","64,649.81","64,593.10","64,927.58","64,115.05","3.08M","0.09%"
"Apr 07, 2017","64,593.10","64,201.84","65,197.30","64,016.16","2.94M","0.58%"
"Apr 06, 2017","64,222.72","64,774.76","64,921.20","63,762.13","2.96M","-0.85%"
"Apr 05, 2017","64,774.76","65,769.94","66,211.17","64,492.59","3.07M","-1.51%"
"Apr 04, 2017","65,768.91","65,211.70","65,775.01","64,989.53","2.15M","0.85%"
"Apr 03, 2017","65,211.48","64,989.21","65,384.21","64,774.19","2.95M","0.35%"
"Mar 31, 2017","64,984.07","65,266.22","65,596.61","64,859.03","2.70M","-0.43%"
"Mar 30, 2017","65,265.98","65,541.26","65,775.41","65,070.19","2.41M","-0.40%"
"Mar 29, 2017","65,528.29","64,635.56","65,551.37","64,476.06","3.60M","1.37%"
"Mar 28, 2017","64,640.45","64,308.08","64,847.15","64,041.70","3.46M","0.52%"
"Mar 27, 2017","64,308.39","63,829.32","64,356.32","63,030.09","2.76M","0.71%"
"Mar 24, 2017","63,853.77","63,553.78","63,997.33","63,468.60","2.65M","0.51%"
"Mar 23, 2017","63,530.79","63,521.33","63,942.06","62,840.03","3.55M","0.01%"
"Mar 22, 2017","63,521.33","62,980.03","63,747.06","62,496.17","4.19M","0.86%"
"Mar 21, 2017","62,980.37","64,883.93","64,964.54","62,794.75","3.81M","-2.93%"
"Mar 20, 2017","64,884.27","64,209.93","65,135.89","63,672.13","3.73M","1.05%"
"Mar 17, 2017","64,209.94","65,783.48","66,205.10","64,151.75","5.37M","-2.39%"
"Mar 16, 2017","65,782.85","66,232.18","66,554.15","65,530.52","2.95M","-0.68%"
"Mar 15, 2017","66,234.87","64,701.86","66,317.67","64,537.21","3.86M","2.37%"
"Mar 14, 2017","64,699.46","65,511.27","65,549.40","64,699.46","2.91M","-1.27%"
"Mar 13, 2017","65,534.30","64,674.12","65,651.25","64,674.12","2.23M","1.33%"
"Mar 10, 2017","64,675.46","64,585.90","65,724.82","64,471.98","3.54M","0.14%"
"Mar 09, 2017","64,585.24","64,718.02","65,067.91","64,202.84","3.62M","-0.21%"
"Mar 08, 2017","64,718.02","65,747.70","65,809.51","64,496.42","3.84M","-1.56%"
"Mar 07, 2017","65,742.32","66,343.00","66,641.04","65,667.94","2.98M","-0.90%"
"Mar 06, 2017","66,341.37","66,786.01","66,891.75","66,118.70","3.44M","-0.67%"
"Mar 03, 2017","66,785.53","65,860.37","66,800.75","65,860.37","2.74M","1.41%"
"Mar 02, 2017","65,854.93","67,000.38","67,035.31","65,593.85","3.19M","-1.69%"
"Mar 01, 2017","66,988.88","66,661.27","67,397.88","66,661.27","2.45M","0.49%"
"Feb 24, 2017","66,662.10","67,458.48","67,458.48","66,452.07","3.15M","-1.18%"
"Feb 23, 2017","67,461.39","68,590.50","69,487.58","67,279.36","4.10M","-1.64%"
"Feb 22, 2017","68,589.54","69,052.09","69,052.09","68,282.04","3.48M","-0.67%"
"Feb 21, 2017","69,052.03","68,536.46","69,111.74","68,536.46","3.15M","0.76%"
"Feb 20, 2017","68,532.86","67,756.15","68,673.90","67,756.15","2.24M","1.16%"
"Feb 17, 2017","67,748.42","67,814.24","67,819.34","67,157.67","2.87M","-0.10%"
"Feb 16, 2017","67,814.24","67,978.77","68,455.85","67,661.42","3.66M","-0.24%"
"Feb 15, 2017","67,975.58","66,712.28","68,015.57","66,712.28","4.25M","1.89%"
"Feb 14, 2017","66,712.88","66,971.34","67,110.44","66,251.14","3.48M","-0.38%"
"Feb 13, 2017","66,967.64","66,124.53","67,093.64","66,124.53","3.20M","1.28%"
"Feb 10, 2017","66,124.53","64,964.89","66,291.72","64,935.42","3.55M","1.79%"
"Feb 09, 2017","64,964.89","64,850.11","65,302.16","64,586.73","2.72M","0.20%"
"Feb 08, 2017","64,835.40","64,199.86","64,835.40","63,739.96","3.24M","0.99%"
"Feb 07, 2017","64,198.90","64,022.34","64,815.27","63,937.92","2.86M","0.32%"
"Feb 06, 2017","63,992.93","64,957.48","65,326.58","63,932.71","2.63M","-1.48%"
"Feb 03, 2017","64,953.93","64,579.26","65,387.02","64,264.20","3.59M","0.58%"
"Feb 02, 2017","64,578.22","64,835.04","65,132.35","64,162.64","3.05M","-0.40%"
"Feb 01, 2017","64,836.13","64,686.87","65,593.52","64,686.87","3.31M","0.26%"
"Jan 31, 2017","64,670.78","64,309.77","64,900.60","64,283.59","2.82M","0.57%"
"Jan 30, 2017","64,301.73","66,025.22","66,025.47","64,164.59","2.33M","-2.62%"
"Jan 27, 2017","66,033.99","66,195.21","66,242.07","65,875.96","2.66M","-0.24%"
"Jan 26, 2017","66,190.62","65,841.71","66,593.58","65,841.71","3.60M","0.53%"
"Jan 24, 2017","65,840.09","65,751.89","66,172.86","65,615.27","3.97M","0.14%"
"Jan 23, 2017","65,748.63","64,518.51","65,815.85","64,500.43","3.05M","1.90%"
"Jan 20, 2017","64,521.18","63,950.86","64,693.54","63,950.86","3.52M","0.89%"
"Jan 19, 2017","63,950.86","64,145.28","64,455.74","63,573.81","2.96M","-0.31%"
"Jan 18, 2017","64,149.58","64,359.61","64,680.35","64,062.55","3.10M","-0.32%"
