"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 15, 2019","104,489.56","104,298.53","105,047.62","104,052.48","4.09M","0.18%"
"Oct 14, 2019","104,301.58","103,833.59","104,304.85","103,438.47","2.99M","0.45%"
"Oct 11, 2019","103,831.92","101,818.60","104,380.89","101,818.60","4.35M","1.98%"
"Oct 10, 2019","101,817.13","101,243.74","102,482.98","101,152.12","4.37M","0.56%"
"Oct 09, 2019","101,248.78","100,005.44","101,566.59","100,005.44","3.94M","1.27%"
"Oct 08, 2019","99,981.40","100,564.60","101,296.28","99,867.59","4.34M","-0.59%"
"Oct 07, 2019","100,572.77","102,546.02","102,546.02","100,541.89","3.94M","-1.93%"
"Oct 04, 2019","102,551.32","101,516.04","102,579.55","101,057.36","4.65M","1.02%"
"Oct 03, 2019","101,516.04","101,031.44","101,560.23","99,826.30","4.67M","0.48%"
"Oct 02, 2019","101,031.44","104,049.12","104,049.12","100,943.82","5.07M","-2.90%"
"Oct 01, 2019","104,053.40","104,745.06","105,121.16","103,837.47","4.10M","-0.66%"
"Sep 30, 2019","104,745.32","105,077.45","105,177.50","104,638.18","3.90M","-0.32%"
"Sep 27, 2019","105,077.63","105,319.40","105,632.94","104,505.69","3.47M","-0.23%"
"Sep 26, 2019","105,319.40","104,485.18","105,342.30","104,337.39","4.14M","0.80%"
"Sep 25, 2019","104,480.98","103,856.87","104,480.98","103,033.84","4.12M","0.58%"
"Sep 24, 2019","103,875.66","104,637.51","104,892.90","103,503.53","3.97M","-0.73%"
"Sep 23, 2019","104,637.82","104,817.39","104,817.39","104,019.50","6.77M","-0.17%"
"Sep 20, 2019","104,817.40","104,339.16","105,044.50","103,913.50","6.77M","0.46%"
"Sep 19, 2019","104,339.16","104,555.31","106,001.35","104,285.83","4.92M","-0.18%"
"Sep 18, 2019","104,531.93","104,616.28","104,761.84","103,684.12","3.88M","-0.08%"
"Sep 17, 2019","104,616.86","103,679.69","104,618.93","103,078.89","4.57M","0.90%"
"Sep 16, 2019","103,680.41","103,495.52","104,004.61","102,782.33","6.04M","0.17%"
"Sep 13, 2019","103,501.18","104,371.10","104,699.20","103,274.91","4.04M","-0.83%"
"Sep 12, 2019","104,370.91","103,452.52","104,618.01","103,452.52","4.96M","0.89%"
"Sep 11, 2019","103,445.60","103,035.89","104,155.86","103,035.89","4.88M","0.40%"
"Sep 10, 2019","103,031.50","103,179.94","103,503.45","102,230.73","5.48M","-0.14%"
"Sep 09, 2019","103,180.59","102,936.68","104,259.77","102,792.78","5.52M","0.24%"
"Sep 06, 2019","102,935.43","102,246.83","103,181.64","102,245.98","3.98M","0.68%"
"Sep 05, 2019","102,243.00","101,203.84","103,258.48","101,203.84","4.81M","1.03%"
"Sep 04, 2019","101,200.89","99,705.69","101,200.89","99,705.69","4.31M","1.52%"
"Sep 03, 2019","99,680.83","100,626.38","101,416.66","99,406.15","4.33M","-0.94%"
"Sep 02, 2019","100,625.74","101,132.51","101,611.02","100,625.74","2.69M","-0.50%"
"Aug 30, 2019","101,134.61","100,526.27","101,551.35","100,526.27","6.11M","0.61%"
"Aug 29, 2019","100,524.43","98,194.11","100,683.87","98,194.11","5.16M","2.37%"
"Aug 28, 2019","98,193.53","97,273.35","98,346.03","96,557.06","4.35M","0.94%"
"Aug 27, 2019","97,276.19","96,434.30","97,950.98","95,855.30","6.58M","0.88%"
"Aug 26, 2019","96,429.60","97,686.54","98,435.96","95,960.74","4.14M","-1.27%"
"Aug 23, 2019","97,667.49","100,007.25","100,024.83","97,085.21","5.67M","-2.34%"
"Aug 22, 2019","100,011.28","101,209.02","101,469.05","100,011.28","4.50M","-1.18%"
"Aug 21, 2019","101,201.90","99,227.12","101,240.13","99,221.27","5.97M","2.00%"
"Aug 20, 2019","99,222.25","99,471.93","99,664.75","98,002.03","5.24M","-0.25%"
"Aug 19, 2019","99,468.67","99,809.52","100,947.60","98,908.19","4.92M","-0.34%"
"Aug 16, 2019","99,805.78","99,059.12","100,566.93","99,059.12","5.48M","0.76%"
"Aug 15, 2019","99,056.91","100,262.03","101,014.41","98,200.36","6.59M","-1.20%"
"Aug 14, 2019","100,258.01","103,270.08","103,270.08","99,954.75","6.49M","-2.94%"
"Aug 13, 2019","103,299.47","101,912.15","103,778.22","101,414.44","5.20M","1.36%"
"Aug 12, 2019","101,915.22","103,945.84","103,945.84","101,621.22","4.51M","-2.00%"
"Aug 09, 2019","103,996.16","104,101.95","104,848.18","103,546.67","4.69M","-0.11%"
"Aug 08, 2019","104,115.23","102,782.37","104,281.89","102,782.37","5.71M","1.30%"
"Aug 07, 2019","102,782.37","102,163.25","102,784.21","100,476.12","5.74M","0.61%"
"Aug 06, 2019","102,163.69","100,097.51","102,178.08","100,097.51","5.23M","2.06%"
"Aug 05, 2019","100,097.75","102,657.77","102,657.77","99,630.09","5.16M","-2.51%"
"Aug 02, 2019","102,673.68","102,122.39","103,179.66","101,667.02","5.08M","0.54%"
"Aug 01, 2019","102,125.94","101,818.93","104,055.69","101,818.93","7.35M","0.31%"
"Jul 31, 2019","101,812.13","102,945.65","103,128.70","100,950.36","5.23M","-1.09%"
"Jul 30, 2019","102,932.76","103,482.87","103,554.99","102,596.13","4.19M","-0.53%"
"Jul 29, 2019","103,482.63","102,817.42","103,482.63","102,460.82","3.67M","0.65%"
"Jul 26, 2019","102,818.93","102,653.90","103,209.05","102,196.31","5.30M","0.16%"
"Jul 25, 2019","102,654.58","104,118.80","104,439.70","102,390.47","5.98M","-1.41%"
"Jul 24, 2019","104,119.54","103,706.64","104,570.36","103,706.64","5.02M","0.40%"
"Jul 23, 2019","103,704.28","103,949.46","104,429.57","103,518.20","4.18M","-0.24%"
"Jul 22, 2019","103,949.46","103,451.93","104,278.14","103,451.93","3.57M","0.48%"
"Jul 19, 2019","103,451.93","104,716.41","104,722.64","103,387.84","3.59M","-1.21%"
"Jul 18, 2019","104,716.59","103,859.36","104,773.05","103,859.36","4.55M","0.83%"
"Jul 17, 2019","103,855.53","103,775.14","104,453.09","103,711.71","3.94M","0.08%"
"Jul 16, 2019","103,775.41","103,805.39","104,439.98","103,361.08","4.61M","-0.03%"
"Jul 15, 2019","103,802.69","103,909.11","104,577.91","103,494.84","4.12M","-0.10%"
"Jul 12, 2019","103,905.99","105,157.57","105,730.54","103,903.06","4.89M","-1.18%"
"Jul 11, 2019","105,146.44","105,818.26","105,885.50","104,813.51","5.00M","-0.63%"
"Jul 10, 2019","105,817.06","104,536.70","106,650.12","104,536.70","7.03M","1.23%"
"Jul 08, 2019","104,530.22","104,090.14","104,679.30","103,987.99","3.61M","0.42%"
"Jul 05, 2019","104,089.47","103,628.28","104,175.90","102,621.70","4.34M","0.44%"
"Jul 04, 2019","103,636.17","102,046.55","104,021.60","102,046.55","4.10M","1.56%"
"Jul 03, 2019","102,043.11","100,576.27","102,176.96","100,451.36","4.95M","1.43%"
"Jul 02, 2019","100,605.17","101,342.31","101,564.53","100,072.77","5.10M","-0.72%"
"Jul 01, 2019","101,339.68","100,973.48","102,431.61","100,973.48","424.32K","0.37%"
"Jun 28, 2019","100,967.20","100,726.43","101,562.52","100,726.43","4.21M","0.24%"
"Jun 27, 2019","100,723.97","100,688.63","101,024.95","99,420.64","4.28M","0.04%"
"Jun 26, 2019","100,688.63","100,094.59","101,126.24","100,094.59","5.17M","0.60%"
"Jun 25, 2019","100,092.95","102,061.44","102,061.44","99,890.22","4.61M","-1.93%"
"Jun 24, 2019","102,062.33","102,017.56","102,617.31","101,588.92","3.67M","0.05%"
"Jun 21, 2019","102,012.64","100,304.79","102,099.65","100,304.79","5.66M","1.70%"
"Jun 19, 2019","100,303.41","99,403.24","100,327.15","98,977.84","4.55M","0.90%"
"Jun 18, 2019","99,404.39","97,633.36","99,411.78","97,633.36","4.66M","1.82%"
"Jun 17, 2019","97,623.25","98,037.52","98,439.36","97,622.65","4.05M","-0.43%"
"Jun 14, 2019","98,040.06","98,775.72","98,980.83","97,600.83","9.47M","-0.74%"
"Jun 13, 2019","98,773.70","98,321.11","99,364.48","98,321.11","5.77M","0.46%"
"Jun 12, 2019","98,320.88","98,959.59","99,239.50","97,831.00","5.10M","-0.65%"
"Jun 11, 2019","98,960.00","97,466.69","98,984.60","97,466.69","5.08M","1.53%"
"Jun 10, 2019","97,466.69","97,827.62","97,856.00","96,782.23","3.69M","-0.36%"
"Jun 07, 2019","97,821.26","97,204.85","98,325.57","97,204.85","3.83M","0.63%"
"Jun 06, 2019","97,204.85","96,001.79","97,461.97","96,001.79","4.18M","1.26%"
"Jun 05, 2019","95,998.75","97,381.37","97,686.14","95,685.84","3.89M","-1.42%"
"Jun 04, 2019","97,380.28","97,020.10","97,722.88","96,593.43","4.43M","0.37%"
"Jun 03, 2019","97,020.48","97,035.78","97,756.75","96,429.88","4.69M","-0.01%"
"May 31, 2019","97,030.32","97,419.73","97,992.31","96,792.40","5.25M","-0.44%"
"May 30, 2019","97,457.36","96,565.54","97,939.08","96,510.53","4.53M","0.92%"
"May 29, 2019","96,566.55","96,388.66","96,985.83","95,689.78","4.70M","0.18%"
"May 28, 2019","96,392.76","94,863.04","96,551.80","94,706.70","6.58M","1.61%"
"May 27, 2019","94,864.25","93,625.70","95,444.04","93,625.70","2.62M","1.32%"
"May 24, 2019","93,627.80","93,912.05","94,899.52","93,545.46","3.59M","-0.30%"
"May 23, 2019","93,910.03","94,360.10","94,546.68","93,299.97","3.90M","-0.48%"
"May 22, 2019","94,360.66","94,485.43","95,211.75","93,882.56","4.36M","-0.13%"
"May 21, 2019","94,484.63","91,945.56","94,572.55","91,945.56","5.56M","2.76%"
"May 20, 2019","91,946.19","90,005.81","92,116.51","89,822.25","4.76M","2.17%"
"May 17, 2019","89,992.73","90,023.41","91,320.54","89,408.93","5.51M","-0.04%"
"May 16, 2019","90,024.47","91,621.82","91,621.82","89,778.11","5.74M","-1.75%"
"May 15, 2019","91,623.44","92,087.83","92,087.83","90,294.63","4.94M","-0.51%"
"May 14, 2019","92,092.44","91,736.48","92,528.53","91,562.45","4.17M","0.40%"
"May 13, 2019","91,726.54","94,252.49","94,252.49","91,599.97","4.81M","-2.69%"
"May 10, 2019","94,257.56","94,809.00","94,847.83","93,234.12","4.22M","-0.58%"
"May 09, 2019","94,807.85","95,596.61","95,596.61","93,883.23","4.28M","-0.83%"
"May 08, 2019","95,596.61","94,388.56","96,311.89","94,388.56","5.07M","1.28%"
"May 07, 2019","94,388.73","95,008.66","95,008.66","92,749.70","5.06M","-0.65%"
"May 06, 2019","95,008.66","95,991.51","95,991.51","94,539.99","3.32M","-1.04%"
"May 03, 2019","96,007.89","95,520.64","96,314.61","95,520.64","4.14M","0.50%"
"May 02, 2019","95,527.62","96,339.31","96,339.31","95,311.67","3.98M","-0.86%"
"Apr 30, 2019","96,353.33","96,191.45","96,706.71","95,613.24","4.36M","0.17%"
"Apr 29, 2019","96,187.75","96,253.53","97,123.09","96,003.57","3.33M","-0.05%"
"Apr 26, 2019","96,236.04","96,552.15","96,563.20","95,620.12","3.88M","-0.33%"
"Apr 25, 2019","96,552.03","95,026.88","96,552.03","94,212.77","5.03M","1.59%"
"Apr 24, 2019","95,045.43","95,923.48","95,923.48","94,163.33","4.80M","-0.92%"
"Apr 23, 2019","95,923.24","94,590.49","96,315.40","94,590.49","4.44M","1.41%"
"Apr 22, 2019","94,588.06","94,577.82","95,037.90","93,720.50","3.27M","0.01%"
"Apr 18, 2019","94,578.26","93,285.33","95,140.29","93,285.33","5.09M","1.39%"
"Apr 17, 2019","93,284.75","94,336.78","95,041.78","92,337.54","6.66M","-1.11%"
"Apr 16, 2019","94,333.31","93,082.09","95,061.95","92,878.99","4.72M","1.34%"
"Apr 15, 2019","93,082.97","92,874.83","93,722.86","92,697.05","4.77M","0.22%"
"Apr 12, 2019","92,875.00","94,746.92","94,768.18","92,516.32","6.93M","-1.98%"
"Apr 11, 2019","94,754.70","95,953.90","95,953.90","94,173.36","3.64M","-1.25%"
"Apr 10, 2019","95,953.45","96,291.79","96,902.14","95,669.58","4.72M","-0.35%"
"Apr 09, 2019","96,291.79","97,366.05","97,366.05","95,487.57","3.85M","-1.11%"
"Apr 08, 2019","97,369.29","97,110.05","97,610.25","96,742.91","3.54M","0.27%"
"Apr 05, 2019","97,108.17","96,319.32","97,493.10","96,152.08","3.80M","0.83%"
"Apr 04, 2019","96,313.06","94,502.60","96,393.56","94,333.95","4.21M","1.93%"
"Apr 03, 2019","94,491.48","95,392.32","96,442.31","94,124.40","4.44M","-0.94%"
"Apr 02, 2019","95,386.76","96,062.10","96,690.17","94,824.93","3.83M","-0.70%"
"Apr 01, 2019","96,054.45","95,422.90","96,751.53","95,422.90","3.87M","0.67%"
"Mar 29, 2019","95,414.55","94,401.69","95,862.75","94,401.69","4.82M","1.09%"
"Mar 28, 2019","94,388.94","91,900.60","94,853.71","91,584.26","5.35M","2.70%"
"Mar 27, 2019","91,903.40","95,297.25","95,297.25","91,903.40","5.90M","-3.57%"
"Mar 26, 2019","95,306.82","93,668.27","95,524.70","93,668.27","4.80M","1.76%"
"Mar 25, 2019","93,662.01","93,735.41","94,383.78","93,103.15","4.65M","-0.08%"
"Mar 22, 2019","93,735.15","96,724.71","96,724.71","93,379.64","6.19M","-3.10%"
"Mar 21, 2019","96,729.08","98,041.14","98,045.97","95,456.28","5.49M","-1.34%"
"Mar 20, 2019","98,041.37","99,588.47","99,707.96","97,980.93","4.78M","-1.55%"
"Mar 19, 2019","99,588.37","99,990.91","100,438.87","99,372.87","5.39M","-0.41%"
"Mar 18, 2019","99,993.92","99,141.49","100,037.69","99,141.43","4.33M","0.86%"
"Mar 15, 2019","99,136.74","98,604.99","99,393.33","98,597.33","5.30M","0.54%"
"Mar 14, 2019","98,604.67","98,904.72","99,035.54","97,775.83","3.70M","-0.30%"
"Mar 13, 2019","98,903.88","97,831.23","99,267.22","97,464.10","4.96M","1.10%"
"Mar 12, 2019","97,828.03","98,038.10","98,149.69","97,266.94","3.95M","-0.20%"
"Mar 11, 2019","98,026.62","95,384.46","98,026.62","95,384.46","4.38M","2.79%"
"Mar 08, 2019","95,364.85","94,340.17","95,475.68","93,304.76","4.18M","1.09%"
"Mar 07, 2019","94,340.17","94,216.25","94,532.25","93,728.95","4.23M","0.13%"
"Mar 06, 2019","94,216.87","94,603.63","94,889.38","93,945.46","2.80M","-0.41%"
"Mar 01, 2019","94,603.75","95,584.35","96,113.18","94,393.59","4.18M","-1.03%"
"Feb 28, 2019","95,584.35","97,307.38","97,528.01","95,364.39","5.53M","-1.77%"
"Feb 27, 2019","97,307.31","97,602.50","97,781.81","96,885.98","3.99M","-0.30%"
"Feb 26, 2019","97,602.50","97,242.44","97,903.97","97,235.48","3.66M","0.37%"
"Feb 25, 2019","97,239.90","97,881.03","98,189.91","97,087.23","4.49M","-0.66%"
"Feb 22, 2019","97,885.60","96,928.80","97,886.63","96,928.80","4.56M","0.98%"
"Feb 21, 2019","96,932.27","96,546.17","97,231.40","95,793.10","5.99M","0.40%"
"Feb 20, 2019","96,544.81","97,661.29","98,543.68","96,544.81","6.09M","-1.14%"
"Feb 19, 2019","97,659.15","96,512.65","98,185.19","96,512.65","4.98M","1.19%"
"Feb 18, 2019","96,509.89","97,526.51","97,526.51","96,238.89","2.92M","-1.04%"
"Feb 15, 2019","97,525.91","98,015.09","98,237.80","97,083.07","4.73M","-0.50%"
"Feb 14, 2019","98,015.09","95,842.52","98,018.83","94,915.48","5.38M","2.27%"
"Feb 13, 2019","95,842.40","96,168.78","96,803.73","95,388.93","5.99M","-0.34%"
"Feb 12, 2019","96,168.40","94,419.93","96,571.42","94,419.93","5.07M","1.86%"
"Feb 11, 2019","94,412.91","95,351.17","95,498.93","93,736.67","3.88M","-0.98%"
"Feb 08, 2019","95,343.10","94,401.26","95,485.59","93,424.29","5.47M","0.99%"
"Feb 07, 2019","94,405.59","94,654.00","95,641.51","93,507.18","5.79M","-0.24%"
"Feb 06, 2019","94,635.57","98,307.91","98,307.91","94,635.57","5.63M","-3.74%"
"Feb 05, 2019","98,311.20","98,586.80","98,586.80","97,596.41","4.92M","-0.28%"
"Feb 04, 2019","98,588.63","97,861.27","98,588.63","96,900.79","4.41M","0.74%"
"Feb 01, 2019","97,861.27","97,395.48","98,043.90","96,990.33","4.43M","0.48%"
"Jan 31, 2019","97,393.74","96,996.45","98,405.21","96,996.45","6.16M","0.41%"
"Jan 30, 2019","96,996.21","95,642.96","97,106.68","95,642.96","6.36M","1.42%"
"Jan 29, 2019","95,639.33","95,508.28","96,751.32","95,508.28","5.42M","0.20%"
"Jan 28, 2019","95,443.88","97,674.04","97,936.82","94,783.03","7.41M","-2.29%"
"Jan 24, 2019","97,677.19","96,557.73","97,677.19","96,557.73","5.17M","1.16%"
"Jan 23, 2019","96,558.42","95,115.80","96,575.98","95,115.80","5.20M","1.53%"
"Jan 22, 2019","95,103.38","96,008.44","96,069.51","94,661.91","4.39M","-0.94%"
"Jan 21, 2019","96,009.77","96,092.61","96,092.61","94,862.85","2.80M","-0.09%"
"Jan 18, 2019","96,096.75","95,386.26","96,395.98","95,386.26","5.04M","0.78%"
"Jan 17, 2019","95,351.09","94,393.07","95,681.82","93,950.41","5.10M","1.01%"
"Jan 16, 2019","94,393.07","94,056.82","94,393.07","93,686.83","4.39M","0.36%"
"Jan 15, 2019","94,055.72","94,474.13","94,695.12","93,401.51","5.01M","-0.44%"
"Jan 14, 2019","94,474.13","93,644.87","94,474.13","93,335.06","4.63M","0.87%"
"Jan 11, 2019","93,658.31","93,805.57","93,960.78","93,358.67","5.50M","-0.16%"
"Jan 10, 2019","93,805.93","93,599.15","93,987.17","93,049.78","4.99M","0.21%"
"Jan 09, 2019","93,613.04","92,032.69","93,625.82","92,028.41","5.17M","1.72%"
"Jan 08, 2019","92,031.86","91,699.05","92,230.99","91,063.90","4.64M","0.36%"
"Jan 07, 2019","91,699.05","91,845.16","92,551.88","91,288.27","4.71M","-0.15%"
"Jan 04, 2019","91,840.79","91,576.64","92,701.36","90,823.78","5.49M","0.30%"
"Jan 03, 2019","91,564.25","91,011.00","91,596.28","89,921.57","6.25M","0.61%"
"Jan 02, 2019","91,012.31","87,887.26","91,478.84","87,535.87","5.79M","3.56%"
"Dec 28, 2018","87,887.26","85,469.47","88,044.02","85,469.47","3.76M","2.84%"
"Dec 27, 2018","85,460.20","85,140.60","85,738.96","84,876.08","3.94M","0.38%"
"Dec 26, 2018","85,136.10","85,684.26","85,684.26","83,891.74","3.46M","-0.65%"
"Dec 21, 2018","85,697.15","85,268.82","86,554.05","85,134.12","6.26M","0.50%"
"Dec 20, 2018","85,269.29","85,678.06","86,583.73","84,755.68","6.29M","-0.47%"
"Dec 19, 2018","85,673.52","86,616.59","88,101.07","85,673.52","5.84M","-1.08%"
"Dec 18, 2018","86,610.49","86,400.35","87,274.15","86,400.35","4.22M","0.24%"
"Dec 17, 2018","86,399.68","87,448.03","87,819.90","86,327.69","3.97M","-1.20%"
"Dec 14, 2018","87,449.50","87,837.59","88,183.93","87,106.12","3.66M","-0.44%"
"Dec 13, 2018","87,837.59","86,979.07","87,842.49","86,856.34","3.77M","0.99%"
"Dec 12, 2018","86,977.46","86,419.92","87,945.65","86,419.92","5.16M","0.65%"
"Dec 11, 2018","86,419.57","85,918.08","87,520.48","85,583.05","4.53M","0.59%"
"Dec 10, 2018","85,914.71","88,115.07","88,384.22","85,914.71","4.21M","-2.50%"
"Dec 07, 2018","88,115.07","88,849.12","89,985.99","87,907.38","4.62M","-0.82%"
"Dec 06, 2018","88,846.48","88,932.58","88,932.58","87,025.06","4.51M","-0.22%"
"Dec 05, 2018","89,039.79","88,644.17","89,111.20","88,448.91","2.88M","0.47%"
"Dec 04, 2018","88,624.45","89,820.09","90,452.48","88,041.23","5.03M","-1.33%"
"Dec 03, 2018","89,820.09","89,511.16","91,242.22","89,429.17","6.12M","0.35%"
"Nov 30, 2018","89,504.03","89,709.12","90,245.54","89,257.73","6.95M","-0.23%"
"Nov 29, 2018","89,709.56","89,249.06","89,909.58","88,475.27","4.39M","0.51%"
"Nov 28, 2018","89,250.82","87,891.18","89,482.93","87,153.47","5.46M","1.55%"
"Nov 27, 2018","87,891.18","85,547.48","88,017.90","85,376.78","5.12M","2.74%"
"Nov 26, 2018","85,546.51","86,237.45","87,147.38","84,904.74","4.70M","-0.79%"
"Nov 23, 2018","86,230.22","87,479.45","87,479.45","85,762.82","4.28M","-1.43%"
"Nov 22, 2018","87,477.44","87,268.68","87,656.37","87,221.67","2.31M","0.24%"
"Nov 21, 2018","87,268.80","87,896.13","87,896.13","86,254.21","4.27M","-0.72%"
"Nov 19, 2018","87,900.83","88,472.47","88,483.65","87,046.54","3.75M","-0.69%"
"Nov 16, 2018","88,515.27","85,974.89","88,516.46","85,974.89","5.34M","2.96%"
"Nov 14, 2018","85,973.06","84,898.40","85,973.06","84,267.01","5.76M","1.25%"
"Nov 13, 2018","84,914.11","85,531.13","85,940.63","84,071.39","4.55M","-0.71%"
"Nov 12, 2018","85,524.70","85,643.90","86,227.44","85,009.29","3.64M","-0.14%"
"Nov 09, 2018","85,641.21","85,620.13","86,233.42","84,030.36","4.96M","0.02%"
"Nov 08, 2018","85,620.13","87,719.45","88,569.70","85,620.13","5.46M","-2.39%"
"Nov 07, 2018","87,714.35","88,676.31","89,564.71","87,540.86","4.51M","-1.08%"
"Nov 06, 2018","88,668.92","89,587.02","89,587.02","88,065.84","4.50M","-1.04%"
"Nov 05, 2018","89,598.16","88,418.37","89,598.16","88,347.26","4.76M","1.33%"
"Nov 01, 2018","88,419.05","87,427.56","89,017.37","87,094.01","6.06M","1.14%"
"Oct 31, 2018","87,423.55","86,888.69","88,028.20","86,213.13","6.07M","0.62%"
"Oct 30, 2018","86,885.71","83,801.52","86,989.63","83,801.52","6.76M","3.69%"
"Oct 29, 2018","83,796.71","85,728.47","88,377.16","82,782.96","7.97M","-2.24%"
"Oct 26, 2018","85,719.87","84,083.51","85,719.87","83,497.17","6.67M","1.95%"
"Oct 25, 2018","84,083.51","83,124.32","84,830.92","83,124.32","5.53M","1.23%"
"Oct 24, 2018","83,063.56","85,301.87","85,786.21","83,034.85","4.82M","-2.62%"
"Oct 23, 2018","85,300.03","85,595.34","85,595.34","84,032.43","4.52M","-0.35%"
"Oct 22, 2018","85,596.69","84,221.85","85,772.47","84,221.85","3.99M","1.63%"
"Oct 19, 2018","84,219.74","83,845.35","84,954.41","83,666.71","3.87M","0.44%"
"Oct 18, 2018","83,847.12","85,759.82","85,759.82","83,845.84","4.21M","-2.24%"
"Oct 17, 2018","85,763.95","85,713.92","86,167.32","84,944.05","5.01M","0.05%"
"Oct 16, 2018","85,717.56","83,420.01","85,717.56","83,420.01","4.96M","2.83%"
"Oct 15, 2018","83,359.76","82,922.49","84,278.04","82,922.49","4.93M","0.53%"
"Oct 11, 2018","82,921.08","83,700.40","84,748.55","82,607.34","5.35M","-0.91%"
"Oct 10, 2018","83,679.11","86,084.48","86,084.57","83,679.11","5.38M","-2.80%"
"Oct 09, 2018","86,087.55","86,052.94","86,573.49","85,432.70","6.66M","0.00%"
"Oct 08, 2018","86,083.91","82,324.46","87,333.09","82,324.46","10.31M","4.57%"
"Oct 05, 2018","82,321.52","82,972.09","83,804.97","82,029.95","5.56M","-0.76%"
"Oct 04, 2018","82,952.81","83,275.01","83,430.40","81,891.66","5.09M","-0.38%"
"Oct 03, 2018","83,273.40","81,624.31","85,441.79","81,622.97","7.85M","2.04%"
"Oct 02, 2018","81,612.28","78,625.46","81,778.19","78,625.46","6.13M","3.80%"
"Oct 01, 2018","78,623.66","79,350.43","79,556.55","78,090.72","3.23M","-0.91%"
"Sep 28, 2018","79,342.42","80,000.09","80,000.09","78,966.99","4.19M","-0.82%"
"Sep 27, 2018","80,000.09","78,675.71","80,106.92","78,675.71","4.61M","1.71%"
"Sep 26, 2018","78,656.16","78,634.18","79,460.89","78,530.18","3.85M","0.03%"
"Sep 25, 2018","78,630.14","77,979.59","78,688.47","77,005.45","3.81M","0.83%"
"Sep 24, 2018","77,984.18","79,446.73","79,446.73","77,857.06","2.91M","-1.84%"
"Sep 21, 2018","79,444.29","78,116.32","80,001.60","78,116.32","4.81M","1.70%"
"Sep 20, 2018","78,116.01","78,168.66","78,943.89","77,820.24","3.23M","-0.07%"
"Sep 19, 2018","78,168.66","78,268.35","79,020.76","77,623.92","3.90M","-0.19%"
"Sep 18, 2018","78,313.96","76,780.71","78,454.46","76,676.97","4.30M","1.99%"
"Sep 17, 2018","76,788.85","75,428.42","76,893.13","75,227.25","3.50M","1.80%"
"Sep 14, 2018","75,429.09","74,686.67","75,704.76","74,444.78","3.33M","0.99%"
"Sep 13, 2018","74,686.67","75,126.02","75,407.05","74,500.94","3.16M","-0.58%"
"Sep 12, 2018","75,124.81","74,679.79","75,679.52","74,498.71","3.82M","0.63%"
"Sep 11, 2018","74,656.51","76,437.15","76,437.15","74,274.51","3.51M","-2.33%"
"Sep 10, 2018","76,436.35","76,416.01","77,293.01","76,114.61","3.20M","0.03%"
"Sep 06, 2018","76,416.01","75,098.30","76,533.41","74,986.42","3.40M","1.76%"
"Sep 05, 2018","75,092.27","74,712.14","75,369.51","74,276.40","2.92M","0.51%"
"Sep 04, 2018","74,711.80","76,192.18","76,192.18","74,605.49","3.26M","-1.94%"
"Sep 03, 2018","76,192.73","76,675.48","76,675.48","75,728.84","1.73M","-0.63%"
"Aug 31, 2018","76,677.53","76,385.67","77,202.24","76,025.96","4.27M","0.36%"
"Aug 30, 2018","76,404.09","78,388.83","78,388.83","76,372.21","1.73M","-2.53%"
"Aug 29, 2018","78,388.83","77,471.84","78,782.51","77,399.08","3.22M","1.18%"
"Aug 28, 2018","77,473.18","77,927.70","78,038.05","77,149.44","3.06M","-0.59%"
"Aug 27, 2018","77,929.68","76,264.27","78,007.58","76,264.27","2.84M","2.19%"
"Aug 24, 2018","76,262.23","75,647.35","76,628.66","75,647.35","3.26M","0.83%"
"Aug 23, 2018","75,633.77","76,898.15","77,232.11","75,465.85","3.99M","-1.65%"
"Aug 22, 2018","76,902.30","75,171.37","76,904.48","74,875.80","3.72M","2.29%"
"Aug 21, 2018","75,180.40","76,326.79","76,339.91","74,914.79","4.20M","-1.50%"
"Aug 20, 2018","76,327.89","76,028.61","76,497.03","75,607.85","3.69M","0.39%"
"Aug 17, 2018","76,028.50","76,816.84","76,816.84","75,632.81","3.86M","-1.03%"
"Aug 16, 2018","76,818.72","77,084.96","77,703.73","76,381.27","3.39M","-0.34%"
"Aug 15, 2018","77,077.50","78,613.52","78,617.96","76,828.55","4.52M","-1.94%"
"Aug 14, 2018","78,602.11","77,498.61","78,741.69","77,498.61","3.83M","1.43%"
"Aug 13, 2018","77,496.45","76,513.00","77,689.01","75,931.14","4.08M","1.28%"
"Aug 10, 2018","76,514.35","78,766.07","78,766.07","76,043.11","4.83M","-2.86%"
"Aug 09, 2018","78,767.99","79,170.78","79,460.64","78,156.47","3.83M","-0.48%"
"Aug 08, 2018","79,151.70","80,346.52","80,911.99","78,966.21","3.95M","-1.49%"
"Aug 07, 2018","80,346.52","81,092.69","81,742.39","79,923.07","3.98M","-0.87%"
"Aug 06, 2018","81,050.76","81,444.64","81,764.90","80,964.91","2.59M","-0.47%"
"Aug 03, 2018","81,434.98","79,655.71","81,792.10","79,655.71","3.92M","2.26%"
"Aug 02, 2018","79,636.69","79,237.20","79,896.29","78,573.05","3.10M","0.42%"
"Aug 01, 2018","79,301.65","79,212.99","79,730.63","78,768.87","3.33M","0.10%"
"Jul 31, 2018","79,220.43","80,279.31","80,279.31","79,016.26","3.46M","-1.31%"
"Jul 30, 2018","80,275.59","79,865.74","80,491.57","79,699.03","2.71M","0.51%"
