Date,Open,High,Low,Close,Adj Close,Volume
2015-04-14,3820.129883,3822.919922,3766.810059,3784.530029,3784.530029,65911500
2015-04-15,3790.560059,3816.320068,3786.360107,3803.550049,3803.550049,54169700
2015-04-16,3801.379883,3801.379883,3749.159912,3751.719971,3751.719971,63535100
2015-04-17,3748.090088,3758.520020,3668.879883,3674.050049,3674.050049,86113100
2015-04-20,3682.320068,3718.199951,3682.320068,3718.040039,3718.040039,46877300
2015-04-21,3727.149902,3757.120117,3707.469971,3719.379883,3719.379883,63806600
2015-04-22,3727.100098,3750.100098,3685.189941,3724.489990,3724.489990,63675000
2015-04-23,3725.679932,3736.969971,3669.219971,3697.879883,3697.879883,53644300
2015-04-24,3707.000000,3739.110107,3687.520020,3713.959961,3713.959961,62083900
2015-04-27,3715.979980,3782.290039,3675.239990,3771.449951,3771.449951,60680900
2015-04-28,3765.250000,3768.580078,3694.409912,3715.419922,3715.419922,55667300
2015-04-29,3719.449951,3734.620117,3612.290039,3617.110107,3617.110107,67750000
2015-04-30,3609.510010,3641.770020,3577.689941,3615.590088,3615.590088,76545800
2015-05-04,3615.300049,3654.820068,3584.129883,3632.939941,3632.939941,45715300
2015-05-05,3628.530029,3666.469971,3544.159912,3546.560059,3546.560059,67870300
2015-05-06,3546.590088,3585.360107,3527.500000,3558.030029,3558.030029,64176600
2015-05-07,3538.020020,3567.080078,3484.070068,3556.209961,3556.209961,70211800
2015-05-08,3570.689941,3649.790039,3564.070068,3649.479980,3649.479980,66281600
2015-05-11,3635.810059,3635.810059,3606.590088,3624.409912,3624.409912,51927800
2015-05-12,3608.939941,3608.939941,3543.270020,3573.100098,3573.100098,73516900
2015-05-13,3581.350098,3614.540039,3539.669922,3553.419922,3553.419922,66906200
2015-05-15,3609.649902,3627.270020,3554.850098,3573.070068,3573.070068,62286900
2015-05-18,3571.489990,3595.330078,3531.229980,3589.219971,3589.219971,51197600
2015-05-19,3610.239990,3675.070068,3610.239990,3670.520020,3670.520020,60913000
2015-05-20,3668.489990,3688.389893,3651.899902,3683.479980,3683.479980,42859400
2015-05-21,3676.419922,3689.020020,3660.020020,3688.719971,3688.719971,40977300
2015-05-22,3686.629883,3691.419922,3669.129883,3679.139893,3679.139893,34305600
2015-05-26,3655.370117,3675.169922,3604.899902,3619.300049,3619.300049,60615900
2015-05-27,3632.010010,3690.570068,3618.860107,3682.870117,3682.870117,63817200
2015-05-28,3667.260010,3672.179932,3622.919922,3650.709961,3650.709961,40922400
2015-05-29,3651.360107,3656.989990,3569.760010,3570.780029,3570.780029,69471800
2015-06-01,3582.080078,3602.209961,3552.729980,3575.040039,3575.040039,42198600
2015-06-02,3588.699951,3590.510010,3532.010010,3561.889893,3561.889893,53236400
2015-06-03,3569.790039,3622.520020,3555.530029,3583.820068,3583.820068,52345800
2015-06-04,3571.260010,3595.689941,3509.719971,3556.379883,3556.379883,60478200
2015-06-05,3532.239990,3539.820068,3494.679932,3510.010010,3510.010010,56725100
2015-06-08,3498.969971,3515.860107,3468.310059,3468.310059,3468.310059,42873600
2015-06-09,3463.179932,3475.580078,3410.229980,3456.790039,3456.790039,55891300
2015-06-10,3443.129883,3540.350098,3430.969971,3526.479980,3526.479980,53022000
2015-06-11,3519.270020,3589.330078,3514.679932,3551.909912,3551.909912,54513700
2015-06-12,3545.090088,3557.889893,3465.760010,3502.770020,3502.770020,50597900
2015-06-15,3479.780029,3479.780029,3426.760010,3438.070068,3438.070068,48070500
2015-06-16,3419.030029,3465.080078,3386.540039,3454.090088,3454.090088,55880100
2015-06-17,3453.429932,3469.590088,3416.830078,3428.760010,3428.760010,46300000
2015-06-18,3421.649902,3451.719971,3374.179932,3450.449951,3450.449951,67811000
2015-06-19,3453.600098,3498.379883,3446.500000,3455.800049,3455.800049,92698000
2015-06-22,3497.090088,3601.879883,3497.090088,3596.070068,3596.070068,81570600
2015-06-23,3620.020020,3651.310059,3613.510010,3625.969971,3625.969971,63103600
2015-06-24,3628.110107,3638.189941,3580.560059,3610.949951,3610.949951,59595600
2015-06-25,3590.560059,3651.010010,3577.739990,3610.909912,3610.909912,69054000
2015-06-26,3588.860107,3642.850098,3569.580078,3621.370117,3621.370117,53427800
2015-06-29,3544.290039,3544.290039,3449.139893,3468.899902,3468.899902,93594300
2015-06-30,3460.850098,3495.010010,3416.510010,3424.300049,3424.300049,80633100
2015-07-01,3444.199951,3532.879883,3437.979980,3496.280029,3496.280029,69820500
2015-07-02,3503.110107,3510.020020,3461.139893,3463.250000,3463.250000,45109200
2015-07-03,3462.760010,3469.550049,3422.889893,3441.760010,3441.760010,40259100
2015-07-06,3405.709961,3410.889893,3358.600098,3365.199951,3365.199951,77710700
2015-07-07,3369.979980,3378.679932,3291.389893,3294.189941,3294.189941,70604500
2015-07-08,3297.810059,3345.949951,3292.600098,3327.500000,3327.500000,63272700
2015-07-09,3337.169922,3433.830078,3337.169922,3420.030029,3420.030029,60259900
2015-07-10,3474.159912,3536.899902,3474.159912,3528.810059,3528.810059,74539900
2015-07-13,3562.389893,3600.250000,3561.800049,3590.429932,3590.429932,65654300
2015-07-14,3588.419922,3607.189941,3571.719971,3607.189941,3607.189941,48359300
2015-07-15,3605.209961,3629.459961,3597.100098,3623.870117,3623.870117,43864200
2015-07-16,3638.780029,3696.429932,3638.780029,3676.409912,3676.409912,56130800
2015-07-17,3683.389893,3688.219971,3662.219971,3670.340088,3670.340088,43735400
2015-07-20,3673.000000,3714.260010,3673.000000,3686.580078,3686.580078,39535900
2015-07-21,3689.620117,3696.540039,3640.300049,3647.959961,3647.959961,39353400
2015-07-22,3629.530029,3648.889893,3623.760010,3635.580078,3635.580078,39354900
2015-07-23,3657.360107,3663.850098,3620.889893,3634.639893,3634.639893,36761200
2015-07-24,3629.139893,3652.919922,3597.570068,3600.000000,3600.000000,39781100
2015-07-27,3587.949951,3587.949951,3513.100098,3513.100098,3513.100098,56272300
2015-07-28,3531.709961,3568.020020,3523.449951,3554.110107,3554.110107,41818000
2015-07-29,3565.139893,3583.100098,3545.800049,3575.530029,3575.530029,43031200
2015-07-30,3595.090088,3599.629883,3553.979980,3583.790039,3583.790039,51590700
2015-07-31,3590.560059,3600.689941,3557.689941,3600.689941,3600.689941,52487900
2015-08-03,3599.209961,3641.219971,3587.979980,3635.399902,3635.399902,41606500
2015-08-04,3630.649902,3630.649902,3602.350098,3619.310059,3619.310059,52285300
2015-08-05,3627.280029,3680.709961,3627.280029,3676.750000,3676.750000,53488000
2015-08-06,3669.439941,3686.570068,3662.520020,3668.469971,3668.469971,37726400
2015-08-07,3662.629883,3666.219971,3636.560059,3637.800049,3637.800049,33903600
2015-08-10,3650.489990,3678.199951,3622.330078,3674.939941,3674.939941,29209500
2015-08-11,3666.929932,3666.929932,3602.260010,3605.280029,3605.280029,41557100
2015-08-12,3579.860107,3579.860107,3473.199951,3484.409912,3484.409912,64169000
2015-08-13,3519.510010,3554.439941,3508.649902,3516.149902,3516.149902,44029900
2015-08-14,3516.760010,3539.090088,3476.350098,3491.030029,3491.030029,35641200
2015-08-17,3509.370117,3537.100098,3456.610107,3497.899902,3497.899902,38670200
2015-08-18,3494.300049,3510.649902,3480.139893,3495.379883,3495.379883,31047700
2015-08-19,3474.909912,3479.399902,3429.840088,3429.840088,3429.840088,41318400
2015-08-20,3418.110107,3426.179932,3347.129883,3353.479980,3353.479980,57240600
2015-08-21,3319.350098,3352.760010,3247.260010,3247.260010,3247.260010,73387700
2015-08-24,3174.929932,3186.399902,2973.159912,3073.389893,3073.389893,139619200
2015-08-25,3105.520020,3237.520020,3105.479980,3218.010010,3218.010010,103513400
2015-08-26,3187.360107,3224.520020,3124.770020,3170.729980,3170.729980,69898200
2015-08-27,3220.110107,3301.139893,3220.110107,3280.780029,3280.780029,65391700
2015-08-28,3285.580078,3290.179932,3252.520020,3286.590088,3286.590088,42644600
2015-08-31,3265.919922,3277.780029,3237.729980,3269.629883,3269.629883,34712000
2015-09-01,3238.949951,3238.949951,3161.159912,3188.729980,3188.729980,61629000
2015-09-02,3196.050049,3230.610107,3168.820068,3198.860107,3198.860107,52489500
2015-09-03,3223.290039,3296.320068,3222.850098,3270.090088,3270.090088,59839000
2015-09-04,3247.350098,3247.350098,3159.889893,3180.250000,3180.250000,69784600
2015-09-07,3202.250000,3225.459961,3185.929932,3197.969971,3197.969971,30296400
2015-09-08,3214.389893,3275.610107,3214.389893,3233.840088,3233.840088,44218500
2015-09-09,3281.280029,3326.860107,3269.979980,3269.979980,3269.979980,51847100
2015-09-10,3244.209961,3266.719971,3210.239990,3221.139893,3221.139893,50941200
2015-09-11,3231.810059,3233.479980,3182.360107,3187.939941,3187.939941,47876500
2015-09-14,3192.510010,3221.439941,3171.560059,3175.620117,3175.620117,41320500
2015-09-15,3181.879883,3224.219971,3158.510010,3207.600098,3207.600098,53934700
2015-09-16,3232.070068,3259.489990,3232.070068,3251.790039,3251.790039,51230600
2015-09-17,3260.219971,3266.929932,3241.280029,3255.790039,3255.790039,48214600
2015-09-18,3237.500000,3237.500000,3139.989990,3157.300049,3157.300049,112186300
2015-09-21,3158.919922,3199.040039,3147.899902,3184.719971,3184.719971,46979500
2015-09-22,3185.020020,3185.649902,3069.360107,3076.050049,3076.050049,67507300
2015-09-23,3076.260010,3123.590088,3058.610107,3079.989990,3079.989990,57769500
2015-09-24,3078.899902,3101.060059,2996.639893,3019.340088,3019.340088,68924300
2015-09-25,3056.570068,3130.169922,3056.570068,3113.159912,3113.159912,62216200
2015-09-28,3103.429932,3111.419922,3030.149902,3039.439941,3039.439941,48821600
2015-09-29,3006.459961,3056.699951,2987.469971,3029.860107,3029.860107,53514400
2015-09-30,3043.409912,3117.449951,3043.409912,3100.669922,3100.669922,53605900
2015-10-01,3113.010010,3142.729980,3057.820068,3069.050049,3069.050049,51930400
2015-10-02,3077.060059,3127.280029,3036.169922,3088.179932,3088.179932,56631300
2015-10-05,3111.350098,3202.129883,3111.350098,3190.389893,3190.389893,54818600
2015-10-06,3189.500000,3234.429932,3166.510010,3220.090088,3220.090088,44947900
2015-10-07,3233.310059,3270.639893,3217.449951,3226.399902,3226.399902,56823800
2015-10-08,3223.530029,3233.979980,3204.530029,3224.959961,3224.959961,43940100
2015-10-09,3244.409912,3269.580078,3240.949951,3250.310059,3250.310059,47943700
2015-10-12,3251.469971,3264.489990,3230.030029,3247.330078,3247.330078,35312800
2015-10-13,3239.330078,3239.330078,3192.000000,3221.280029,3221.280029,42647600
2015-10-14,3217.060059,3226.550049,3178.429932,3191.570068,3191.570068,45496700
2015-10-15,3203.679932,3245.030029,3203.679932,3238.810059,3238.810059,44969500
2015-10-16,3242.679932,3272.620117,3242.679932,3264.929932,3264.929932,44836100
2015-10-19,3263.679932,3294.429932,3258.550049,3272.040039,3272.040039,34947200
2015-10-20,3273.669922,3281.370117,3239.489990,3255.719971,3255.719971,39524000
2015-10-21,3263.179932,3282.959961,3237.560059,3272.229980,3272.229980,37216600
2015-10-22,3269.469971,3362.610107,3258.389893,3353.110107,3353.110107,59420200
2015-10-23,3374.250000,3450.610107,3374.250000,3425.810059,3425.810059,62255100
2015-10-26,3422.409912,3433.719971,3402.389893,3414.600098,3414.600098,36960800
2015-10-27,3410.409912,3417.020020,3381.010010,3381.010010,3381.010010,40078700
2015-10-28,3383.770020,3429.550049,3383.770020,3421.090088,3421.090088,38536100
2015-10-29,3427.790039,3435.120117,3387.689941,3413.389893,3413.389893,56285700
2015-10-30,3415.899902,3426.870117,3392.340088,3418.229980,3418.229980,47593500
2015-11-02,3404.379883,3446.729980,3382.820068,3434.500000,3434.500000,37962200
2015-11-03,3433.419922,3444.169922,3415.110107,3442.679932,3442.679932,54718500
2015-11-04,3451.469971,3472.679932,3435.510010,3439.159912,3439.159912,53179500
2015-11-05,3441.919922,3475.510010,3421.270020,3447.489990,3447.489990,47880500
2015-11-06,3440.340088,3485.550049,3424.000000,3468.209961,3468.209961,53092100
2015-11-09,3467.790039,3474.330078,3417.020020,3418.360107,3418.360107,39072000
2015-11-10,3426.699951,3438.270020,3393.689941,3425.399902,3425.399902,37494400
2015-11-11,3426.300049,3469.489990,3426.300049,3448.419922,3448.419922,40587200
2015-11-12,3445.750000,3459.719971,3381.050049,3387.699951,3387.699951,51373500
2015-11-13,3385.520020,3393.260010,3326.820068,3360.649902,3360.649902,43192500
2015-11-16,3347.979980,3378.350098,3326.199951,3362.229980,3362.229980,33695800
2015-11-17,3371.120117,3451.939941,3371.120117,3451.939941,3451.939941,42709600
2015-11-18,3449.080078,3449.080078,3414.899902,3431.919922,3431.919922,43587000
2015-11-19,3447.010010,3475.790039,3437.959961,3448.929932,3448.929932,42204100
2015-11-20,3452.110107,3469.189941,3426.780029,3452.449951,3452.449951,45524100
2015-11-23,3449.639893,3457.689941,3422.929932,3445.260010,3445.260010,33692700
2015-11-24,3440.570068,3440.570068,3375.840088,3409.600098,3409.600098,41904700
2015-11-25,3410.600098,3472.699951,3402.830078,3462.060059,3462.060059,49615600
2015-11-26,3458.399902,3507.459961,3455.010010,3498.620117,3498.620117,30228300
2015-11-27,3491.669922,3512.459961,3473.399902,3488.989990,3488.989990,33812700
2015-11-30,3486.169922,3524.040039,3471.479980,3506.449951,3506.449951,40932600
2015-12-01,3509.899902,3520.030029,3468.780029,3479.639893,3479.639893,38583300
2015-12-02,3482.929932,3499.060059,3463.330078,3468.659912,3468.659912,38470000
2015-12-03,3464.810059,3514.389893,3343.340088,3343.340088,3343.340088,84501300
2015-12-04,3342.179932,3348.770020,3295.979980,3330.750000,3330.750000,57842500
2015-12-07,3334.570068,3394.929932,3334.570068,3360.209961,3360.209961,36899600
2015-12-08,3359.020020,3359.020020,3282.810059,3297.459961,3297.459961,45368800
2015-12-09,3299.820068,3316.439941,3262.679932,3277.209961,3277.209961,45370300
2015-12-10,3268.540039,3288.080078,3246.959961,3269.969971,3269.969971,43741400
2015-12-11,3262.070068,3267.510010,3189.929932,3203.209961,3203.209961,53913100
2015-12-14,3210.830078,3243.979980,3137.280029,3139.239990,3139.239990,55806100
2015-12-15,3149.500000,3248.239990,3149.500000,3241.510010,3241.510010,60238500
2015-12-16,3245.399902,3278.239990,3227.280029,3246.780029,3246.780029,50202000
2015-12-17,3268.810059,3345.199951,3268.810059,3306.469971,3306.469971,62101300
2015-12-18,3289.489990,3301.399902,3243.280029,3260.719971,3260.719971,81937000
2015-12-21,3244.750000,3292.409912,3213.010010,3213.010010,3213.010010,47160500
2015-12-22,3224.489990,3243.770020,3187.379883,3214.320068,3214.320068,34499900
2015-12-23,3239.060059,3292.949951,3239.060059,3286.679932,3286.679932,36820000
2015-12-28,3287.540039,3291.959961,3251.850098,3256.489990,3256.489990,18710500
2015-12-29,3269.689941,3314.280029,3269.689941,3314.280029,3314.280029,24266900
2015-12-30,3309.879883,3313.310059,3285.750000,3287.979980,3287.979980,22879000
2016-01-04,3266.010010,3266.010010,3147.879883,3164.760010,3164.760010,56241300
2016-01-05,3173.149902,3195.790039,3136.320068,3178.010010,3178.010010,40188200
2016-01-06,3170.639893,3172.550049,3110.790039,3139.320068,3139.320068,51327000
2016-01-07,3130.459961,3130.459961,3027.570068,3084.679932,3084.679932,74948800
2016-01-08,3087.419922,3114.449951,3033.469971,3033.469971,3033.469971,57692600
2016-01-11,3030.310059,3074.780029,3027.489990,3027.489990,3027.489990,61262000
2016-01-12,3026.699951,3099.540039,3019.679932,3064.659912,3064.659912,52872600
2016-01-13,3084.870117,3124.979980,3060.159912,3073.020020,3073.020020,53731300
2016-01-14,3064.989990,3064.989990,2972.179932,3024.000000,3024.000000,65110300
2016-01-15,3023.679932,3028.639893,2931.239990,2952.479980,2952.479980,92082700
2016-01-18,2951.169922,2983.290039,2915.659912,2935.389893,2935.389893,56002000
2016-01-19,2956.590088,3008.510010,2956.590088,2980.489990,2980.489990,63576500
2016-01-20,2947.840088,2947.840088,2855.439941,2882.590088,2882.590088,83727700
2016-01-21,2884.530029,2967.169922,2874.310059,2943.919922,2943.919922,94843300
2016-01-22,2949.939941,3046.290039,2949.939941,3023.209961,3023.209961,79292900
2016-01-25,3029.449951,3037.120117,2987.949951,3001.780029,3001.780029,55659600
2016-01-26,2975.810059,3041.669922,2945.310059,3032.840088,3032.840088,76968900
2016-01-27,3024.830078,3043.469971,2997.709961,3043.469971,3043.469971,53250300
2016-01-28,3037.030029,3055.379883,2955.860107,2979.419922,2979.419922,74372000
2016-01-29,2989.479980,3045.090088,2989.479980,3045.090088,3045.090088,64531900
2016-02-01,3048.750000,3051.840088,2989.879883,3021.010010,3021.010010,55395900
2016-02-02,3014.979980,3014.979980,2933.169922,2951.850098,2951.850098,62895900
2016-02-03,2945.500000,2948.179932,2862.399902,2896.629883,2896.629883,84603500
2016-02-04,2906.820068,2936.120117,2866.189941,2905.300049,2905.300049,77181000
2016-02-05,2908.000000,2932.850098,2869.919922,2879.389893,2879.389893,84402300
2016-02-08,2885.560059,2894.469971,2772.699951,2785.169922,2785.169922,78091800
2016-02-09,2789.280029,2809.409912,2710.889893,2736.500000,2736.500000,99877700
2016-02-10,2748.239990,2827.949951,2734.080078,2789.050049,2789.050049,88653800
2016-02-11,2782.020020,2782.020020,2672.729980,2680.350098,2680.350098,97383500
2016-02-12,2689.979980,2756.159912,2689.979980,2756.159912,2756.159912,89706200
2016-02-15,2786.209961,2855.120117,2786.209961,2833.870117,2833.870117,73719200
2016-02-16,2844.050049,2860.270020,2804.250000,2821.260010,2821.260010,62985400
2016-02-17,2823.669922,2900.699951,2822.320068,2897.719971,2897.719971,60086600
2016-02-18,2909.489990,2936.320068,2883.530029,2895.149902,2895.149902,66018400
2016-02-19,2895.060059,2903.320068,2844.320068,2871.050049,2871.050049,65647900
2016-02-22,2877.639893,2936.229980,2877.639893,2933.909912,2933.909912,48770200
2016-02-23,2929.139893,2934.520020,2886.340088,2887.379883,2887.379883,53284800
2016-02-24,2885.889893,2887.129883,2801.429932,2820.239990,2820.239990,57310600
2016-02-25,2832.560059,2892.820068,2832.560059,2877.419922,2877.419922,52772100
2016-02-26,2893.120117,2951.129883,2893.120117,2929.159912,2929.159912,59941200
2016-02-29,2911.239990,2946.739990,2879.600098,2945.750000,2945.750000,49942300
2016-03-01,2944.770020,2996.780029,2930.239990,2996.389893,2996.389893,56722500
2016-03-02,2999.189941,3030.629883,2994.510010,3022.139893,3022.139893,61070600
2016-03-03,3023.790039,3027.699951,2996.719971,3012.870117,3012.870117,52915400
2016-03-04,3018.179932,3056.219971,3012.020020,3037.350098,3037.350098,60969100
2016-03-07,3029.889893,3033.600098,2997.260010,3021.090088,3021.090088,48371700
2016-03-08,3014.149902,3026.040039,2968.510010,3002.010010,3002.010010,56161600
2016-03-09,3003.810059,3047.379883,3001.959961,3016.179932,3016.179932,53458400
2016-03-10,3017.800049,3128.709961,2970.780029,2970.780029,2970.780029,120159200
2016-03-11,2997.340088,3074.699951,2997.340088,3073.800049,3073.800049,83342500
2016-03-14,3082.090088,3116.320068,3079.770020,3091.979980,3091.979980,62997700
2016-03-15,3084.330078,3084.330078,3053.489990,3067.209961,3067.209961,56698100
2016-03-16,3069.290039,3087.719971,3045.530029,3062.050049,3062.050049,52434100
2016-03-17,3087.310059,3089.580078,2990.370117,3043.100098,3043.100098,80074800
2016-03-18,3043.290039,3067.969971,3022.270020,3059.770020,3059.770020,91648300
2016-03-21,3049.120117,3088.080078,3031.070068,3048.770020,3048.770020,42438400
2016-03-22,3034.350098,3051.229980,2997.110107,3051.229980,3051.229980,42197500
2016-03-23,3055.770020,3076.199951,3024.340088,3042.419922,3042.419922,43436000
2016-03-24,3036.020020,3036.020020,2985.060059,2986.729980,2986.729980,44215700
2016-03-29,2993.899902,3023.419922,2983.449951,3004.870117,3004.870117,45531900
2016-03-30,3013.699951,3062.709961,3013.699951,3044.100098,3044.100098,50503900
2016-03-31,3038.729980,3038.729980,2998.699951,3004.929932,3004.929932,63099700
2016-04-01,2984.360107,2984.360107,2916.959961,2953.280029,2953.280029,64528000
2016-04-04,2948.620117,2993.709961,2930.250000,2962.280029,2962.280029,44064900
2016-04-05,2951.580078,2951.580078,2887.350098,2890.350098,2890.350098,57865600
2016-04-06,2894.729980,2911.560059,2882.209961,2909.360107,2909.360107,57008500
2016-04-07,2910.830078,2924.699951,2860.320068,2871.570068,2871.570068,57172100
2016-04-08,2877.830078,2921.250000,2877.830078,2911.979980,2911.979980,65952800
2016-04-11,2910.750000,2946.370117,2883.459961,2924.229980,2924.229980,58463900
2016-04-12,2927.189941,2944.120117,2899.899902,2942.090088,2942.090088,67627600
2016-04-13,2956.820068,3039.189941,2956.820068,3039.189941,3039.189941,80348600
2016-04-14,3039.350098,3061.989990,3028.909912,3060.860107,3060.860107,66575600
2016-04-15,3055.729980,3061.949951,3043.459961,3054.340088,3054.340088,55359600
2016-04-18,3050.000000,3071.669922,3006.030029,3064.030029,3064.030029,46588700
2016-04-19,3070.459961,3118.280029,3070.459961,3112.989990,3112.989990,57688900
2016-04-20,3111.060059,3147.189941,3095.629883,3142.520020,3142.520020,53194500
2016-04-21,3146.489990,3156.860107,3124.489990,3151.689941,3151.689941,62039000
2016-04-22,3151.560059,3153.310059,3127.820068,3141.120117,3141.120117,45832800
2016-04-25,3141.570068,3146.090088,3103.110107,3117.620117,3117.620117,46662300
2016-04-26,3119.939941,3148.439941,3108.879883,3121.290039,3121.290039,51568100
2016-04-27,3121.459961,3133.610107,3109.110107,3130.429932,3130.429932,49800300
2016-04-28,3117.320068,3126.399902,3067.610107,3125.429932,3125.429932,60157900
2016-04-29,3106.169922,3106.169922,3028.209961,3028.209961,3028.209961,66676200
2016-05-02,3037.620117,3045.629883,3019.959961,3032.600098,3032.600098,43277800
2016-05-03,3029.100098,3029.100098,2972.060059,2974.199951,2974.199951,55325700
2016-05-04,2967.429932,2982.350098,2934.330078,2938.750000,2938.750000,57467200
2016-05-06,2938.620117,2950.199951,2893.629883,2936.840088,2936.840088,59841800
2016-05-09,2947.010010,2985.689941,2938.310059,2955.830078,2955.830078,46580500
2016-05-10,2964.320068,3003.399902,2963.989990,2978.969971,2978.969971,59839300
